1;0;2503.00;13.40;686.00;0.00;0.32
2;0;2878.00;10.65;1436.00;0.00;0.88
3;0;2503.00;10.35;1614.00;0.00;0.28
4;0;2357.00;10.17;1437.00;0.00;0.28
5;0;3020.00;10.75;1040.00;0.00;0.28
6;0;1808.00;11.20;629.00;0.00;0.32
7;0;2041.00;10.50;903.00;0.00;0.60
8;0;2549.00;9.65;1278.00;0.00;0.20
9;0;2542.00;9.70;1272.00;0.00;0.24
10;0;1804.00;13.00;610.00;0.00;0.48
11;0;2538.00;9.85;1277.00;0.00;0.20
12;0;2534.00;10.20;1266.00;0.00;0.28
13;0;2969.00;10.50;1429.00;0.00;0.72
14;0;2324.00;10.27;249.00;0.00;0.52
15;0;2530.00;9.70;1274.00;0.00;0.32
16;0;2372.00;15.80;361.00;0.00;0.40
17;0;2492.00;13.92;586.00;0.00;0.36
18;0;2908.00;14.35;664.00;0.00;0.24
19;0;3193.00;10.90;1072.00;0.00;0.28
20;0;3121.00;10.10;1624.00;0.00;0.64
21;0;2432.00;15.12;559.00;0.00;0.44
22;0;2667.00;10.32;1037.00;0.00;0.24
23;0;2640.00;10.25;672.00;0.00;0.24
24;0;2753.00;11.70;686.00;0.00;0.28
25;0;2579.00;12.82;692.00;0.00;0.28
26;0;2532.00;10.20;1256.00;0.00;0.24
27;0;2789.00;19.15;579.00;0.00;0.28
28;0;3276.00;13.10;1259.00;0.00;0.24
29;0;2753.00;11.30;1548.00;0.00;0.36
30;0;2523.00;10.45;1262.00;0.00;0.28
31;0;2520.00;9.72;1270.00;0.00;0.20
32;0;2801.00;14.50;1612.00;0.00;1.12
33;0;2822.00;12.05;992.00;0.00;0.32
34;0;2810.00;10.10;1408.00;0.00;0.72
35;0;2529.00;9.70;1248.00;0.00;0.20
36;0;3506.00;10.10;96.00;0.00;0.48
37;0;3276.00;10.90;1074.00;0.00;0.32
38;0;2519.00;10.52;1252.00;0.00;0.32
39;0;2510.00;9.72;1262.00;0.00;0.28
40;0;2524.00;10.67;1236.00;0.00;0.24
41;0;3086.00;10.02;825.00;0.00;0.32
42;0;2181.00;12.35;872.00;0.00;0.48
43;0;2515.00;10.80;1242.00;0.00;0.28
44;0;2506.00;10.72;1251.00;0.00;0.28
45;0;2634.00;10.10;556.00;0.00;0.28
46;0;2527.00;10.22;366.00;0.00;0.52
47;0;2660.00;10.30;1043.00;0.00;0.20
48;0;2932.00;10.02;947.00;0.00;0.28
49;0;2497.00;9.75;1259.00;0.00;0.24
50;0;3097.00;22.25;1546.00;0.00;1.04
51;0;2061.00;12.00;887.00;0.00;0.48
52;0;1711.00;10.12;543.00;0.00;0.28
53;0;2682.00;10.10;537.00;0.00;0.28
54;0;3148.00;12.00;972.00;0.00;0.32
55;0;3112.00;10.12;1434.00;0.00;0.64
56;0;2936.00;10.05;1091.00;0.00;0.28
57;0;2274.00;12.85;387.00;0.00;0.40
58;0;3324.00;11.12;1003.00;0.00;0.24
59;0;2864.00;10.77;1118.00;0.00;0.32
60;0;2498.00;13.37;425.00;0.00;0.52
61;0;2489.00;9.65;1261.00;0.00;0.16
62;0;2637.00;15.60;522.00;0.00;0.24
63;0;2811.00;10.60;911.00;0.00;0.20
64;0;2674.00;10.30;1031.00;0.00;0.20
65;0;2924.00;10.25;1250.00;0.00;0.28
66;0;2582.00;10.80;460.00;0.00;0.44
67;0;2827.00;10.97;948.00;0.00;0.28
68;0;2531.00;10.50;1231.00;0.00;0.16
69;0;2183.00;9.97;341.00;0.00;0.64
70;0;2543.00;9.90;1215.00;0.00;0.20
71;0;1669.00;10.45;642.00;0.00;0.40
72;0;2533.00;11.12;1220.00;0.00;0.24
73;0;3246.00;10.15;1306.00;0.00;0.64
74;0;2929.00;19.30;1560.00;0.00;0.92
75;0;2260.00;13.05;639.00;0.00;0.52
76;0;2523.00;12.52;1226.00;0.00;0.32
77;0;2895.00;10.10;875.00;0.00;0.24
78;0;2571.00;10.42;376.00;0.00;0.40
79;0;2512.00;12.75;1230.00;0.00;0.32
80;0;2233.00;10.20;763.00;0.00;0.44
81;0;3123.00;9.85;812.00;0.00;0.28
82;0;2213.00;11.82;503.00;0.00;0.36
83;0;2300.00;12.80;736.00;0.00;0.44
84;0;2502.00;12.02;1238.00;0.00;0.28
85;0;1471.00;9.92;249.00;0.00;0.48
86;0;2529.00;10.50;805.00;0.00;0.24
87;0;3247.00;11.30;1504.00;0.00;0.68
88;0;2707.00;14.82;814.00;0.00;0.28
89;0;2505.00;11.12;312.00;0.00;0.40
90;0;1697.00;10.50;537.00;0.00;0.28
91;0;2754.00;10.70;1615.00;0.00;0.92
92;0;2224.00;11.22;791.00;0.00;0.48
93;0;2783.00;10.40;692.00;0.00;0.28
94;0;3137.00;17.70;1554.00;0.00;1.08
95;0;2436.00;12.20;860.00;0.00;0.40
96;0;2285.00;12.40;698.00;0.00;0.56
97;0;2468.00;14.52;809.00;0.00;0.52
98;0;2496.00;10.67;1249.00;0.00;0.28
99;0;2613.00;10.10;923.00;0.00;0.16
100;0;2646.00;13.40;834.00;0.00;0.24
101;0;1569.00;12.35;341.00;0.00;0.56
102;0;3108.00;11.57;1245.00;0.00;0.28
103;0;3324.00;12.55;1190.00;0.00;0.28
104;0;2341.00;9.50;1191.00;0.00;0.16
105;0;2486.00;9.50;1253.00;0.00;0.24
106;0;1611.00;9.80;324.00;0.00;0.44
107;0;2754.00;10.25;910.00;0.00;0.28
108;0;2763.00;10.30;895.00;0.00;0.28
109;0;1618.00;13.30;427.00;0.00;0.40
110;0;2470.00;10.00;1249.00;0.00;0.12
111;0;2547.00;9.87;1198.00;0.00;0.24
112;0;2540.00;10.72;1206.00;0.00;0.32
113;0;2424.00;10.67;882.00;0.00;0.40
114;0;2422.00;13.20;526.00;0.00;0.44
