0;0;0;0;land;false;desert;1
1;225;184;158;land;true;forest;1
2;199;139;163;land;false;plains;1
3;232;241;177;land;false;plains;1
4;251;232;21;land;false;plains;1
5;226;216;216;land;false;plains;1
6;253;169;203;land;false;desert;1
7;202;207;215;land;false;plains;1
8;188;102;217;land;false;plains;1
9;155;252;194;land;true;plains;1
10;200;252;211;land;false;plains;1
11;237;215;121;land;false;marsh;1
12;215;210;164;land;false;desert;1
13;221;229;154;land;false;plains;1
14;216;195;189;land;false;plains;1
15;226;150;196;land;false;forest;1
16;172;246;114;land;false;mountain;1
17;196;198;210;land;true;plains;1
18;148;171;241;land;false;mountain;1
19;154;233;120;land;false;mountain;1
20;251;182;96;land;false;desert;1
21;232;216;72;land;false;mountain;1
22;239;151;225;land;true;plains;1
23;170;172;238;land;true;mountain;1
24;201;152;149;land;false;plains;1
25;238;170;168;land;true;plains;1
26;160;120;246;land;false;marsh;1
27;205;134;188;land;true;desert;1
28;246;190;75;land;false;desert;1
29;246;224;144;land;false;desert;1
30;165;186;180;land;false;hills;1
31;193;76;237;land;false;desert;1
32;102;177;236;land;true;plains;1
33;185;249;154;land;true;plains;1
34;181;172;156;land;true;mountain;1
35;118;191;215;land;false;plains;1
36;51;219;254;land;false;hills;1
37;200;198;240;land;false;desert;1
38;211;138;197;land;false;plains;1
39;196;233;114;land;true;desert;1
40;250;114;137;land;false;mountain;1
41;188;84;249;land;false;plains;1
42;115;181;228;land;false;desert;1
43;209;196;137;land;false;mountain;1
44;204;108;215;land;false;plains;1
45;182;200;141;land;false;desert;1
46;240;186;166;land;false;plains;1
47;192;146;239;land;false;plains;1
48;233;131;147;land;false;plains;1
49;86;179;244;land;false;desert;1
50;201;162;247;land;false;jungle;1
51;215;238;252;land;false;plains;1
52;157;252;192;land;false;mountain;1
53;240;189;185;land;false;plains;1
54;145;133;231;land;false;hills;1
55;245;238;190;land;false;forest;1
56;206;158;140;land;false;plains;1
57;137;249;250;land;false;urban;1
58;246;149;210;land;true;plains;1
59;158;250;197;land;false;plains;1
60;227;181;173;land;false;desert;1
61;252;127;210;land;false;plains;1
62;226;224;247;land;false;desert;1
63;123;194;208;land;false;desert;1
64;183;164;182;land;false;desert;1
65;216;152;216;land;false;desert;1
66;172;151;215;land;false;desert;1
67;119;146;250;land;false;plains;1
68;254;188;244;land;false;plains;1
69;224;112;175;land;false;desert;1
70;92;239;206;land;true;plains;1
71;248;154;111;land;false;mountain;1
72;133;238;175;land;false;desert;1
73;229;175;109;land;false;plains;1
74;194;198;230;land;false;mountain;1
75;173;171;158;land;false;plains;1
76;239;122;164;land;false;plains;1
77;155;233;170;land;false;desert;1
78;249;133;121;land;false;desert;1
79;179;148;241;land;false;desert;1
80;180;151;200;land;true;plains;1
81;92;244;165;land;false;plains;1
82;252;152;215;land;false;hills;1
83;206;178;233;land;false;plains;1
84;218;83;215;land;false;desert;1
85;207;164;132;land;true;mountain;1
86;211;141;220;land;false;mountain;1
87;199;209;131;land;false;desert;1
88;224;152;239;land;false;plains;1
89;230;245;207;land;false;plains;1
90;175;239;235;land;false;plains;1
91;195;248;162;land;false;jungle;1
92;237;155;234;land;false;mountain;1
93;198;235;185;land;false;plains;1
94;207;251;246;land;false;desert;1
95;251;119;201;land;false;desert;1
96;88;252;199;land;false;plains;1
97;236;77;223;land;true;desert;1
98;116;219;170;land;false;mountain;1
99;197;254;224;land;false;plains;1
100;232;37;241;land;false;desert;1
101;178;210;250;land;false;mountain;1
102;179;225;160;land;false;forest;1
103;235;209;245;land;false;plains;1
104;103;238;195;land;false;jungle;1
105;234;226;151;land;false;desert;1
106;220;123;185;land;false;plains;1
107;94;221;253;land;false;hills;1
108;226;235;176;land;false;desert;1
109;115;209;202;land;false;desert;1
110;155;212;142;land;false;mountain;1
111;188;159;222;land;false;forest;1
112;244;98;251;land;false;desert;1
113;216;214;91;land;false;marsh;1
114;158;242;140;land;false;jungle;1
115;235;124;216;land;false;plains;1
116;216;141;159;land;true;desert;1
117;48;248;221;land;false;mountain;1
118;136;229;212;land;false;mountain;1
119;203;246;160;land;false;plains;1
120;216;125;193;land;true;desert;1
121;234;235;201;land;false;plains;1
122;246;250;105;land;false;mountain;1
123;225;138;236;land;false;plains;1
124;141;161;209;land;false;plains;1
125;208;113;216;land;false;plains;1
126;215;170;236;land;true;forest;1
127;226;145;247;land;false;desert;1
128;154;228;192;land;false;plains;1
129;246;57;217;land;true;plains;1
130;233;98;221;land;false;marsh;1
131;154;175;229;land;false;desert;1
132;251;233;108;land;false;desert;1
133;204;150;226;land;false;plains;1
134;90;222;197;land;false;desert;1
135;136;221;217;land;false;mountain;1
136;192;169;178;land;true;plains;1
137;144;186;171;land;true;mountain;1
138;166;180;244;land;false;mountain;1
139;185;123;206;land;false;plains;1
140;150;230;211;land;false;plains;1
141;186;114;221;land;false;hills;1
142;121;149;231;land;false;hills;1
143;202;247;254;land;false;plains;1
144;119;180;224;land;false;hills;1
145;218;251;53;land;false;plains;1
146;227;82;248;land;false;plains;1
147;222;54;248;land;false;mountain;1
148;177;172;199;land;false;desert;1
149;227;187;225;land;false;hills;1
150;124;224;208;land;false;desert;1
151;212;188;116;land;false;desert;1
152;173;132;212;land;false;marsh;1
153;240;225;87;land;true;forest;1
154;190;193;224;land;false;desert;1
155;215;199;105;land;false;forest;1
156;222;107;242;land;false;plains;1
157;119;149;248;land;false;plains;1
158;222;224;147;land;false;forest;1
159;183;193;195;land;false;plains;1
160;229;253;104;land;true;plains;1
161;233;72;222;land;false;plains;1
162;246;199;102;land;false;plains;1
163;239;253;175;land;false;jungle;1
164;229;100;234;land;false;plains;1
165;220;185;112;land;true;plains;1
166;240;250;242;land;false;mountain;1
167;190;173;225;land;false;hills;1
168;225;189;164;land;false;desert;1
169;207;239;120;land;false;plains;1
170;195;150;224;land;false;mountain;1
171;109;185;230;land;true;desert;1
172;207;237;123;land;false;jungle;1
173;245;231;75;land;false;hills;1
174;115;152;235;land;false;plains;1
175;241;243;216;land;false;mountain;1
176;169;134;245;land;true;desert;1
177;237;234;152;land;true;plains;1
178;145;226;226;land;false;desert;1
179;49;236;249;land;false;plains;1
180;241;250;111;land;false;desert;1
181;186;142;222;land;false;hills;1
182;134;158;214;land;false;plains;1
183;219;211;127;land;false;desert;1
184;145;221;136;land;true;desert;1
185;83;243;235;land;false;desert;1
186;101;234;236;land;false;plains;1
187;205;212;236;land;false;plains;1
188;89;214;211;land;false;plains;1
189;252;191;243;land;false;desert;1
190;235;152;206;land;false;plains;1
191;180;253;179;land;false;mountain;1
192;166;247;218;land;false;plains;1
193;195;216;162;land;false;hills;1
194;219;151;147;land;false;mountain;1
195;233;208;196;land;false;mountain;1
196;150;220;174;land;false;desert;1
197;217;241;46;land;false;desert;1
198;247;138;241;land;false;desert;1
199;161;230;124;land;false;desert;1
200;247;170;143;land;false;mountain;1
201;85;232;247;land;false;mountain;1
202;247;58;217;land;false;plains;1
203;243;182;189;land;false;desert;1
204;141;151;249;land;false;plains;1
205;231;187;126;land;false;plains;1
206;160;152;248;land;true;desert;1
207;150;187;234;land;false;forest;1
208;211;252;97;land;false;mountain;1
209;212;202;177;land;false;desert;1
210;151;179;227;land;false;mountain;1
211;244;221;41;land;false;plains;1
212;147;238;121;land;false;plains;1
213;157;213;204;land;true;plains;1
214;163;213;212;land;false;plains;1
215;199;172;221;land;false;desert;1
216;213;202;231;land;false;desert;1
217;229;236;57;land;false;desert;1
218;201;234;199;land;false;mountain;1
219;228;214;132;land;false;desert;1
220;202;139;249;land;false;marsh;1
221;77;240;227;land;false;desert;1
222;220;126;208;land;false;mountain;1
223;166;227;227;land;false;desert;1
224;175;96;240;land;false;hills;1
225;213;180;235;land;false;plains;1
226;237;141;129;land;false;desert;1
227;252;200;231;land;false;mountain;1
228;148;238;133;land;false;plains;1
229;204;231;171;land;false;desert;1
230;218;107;181;land;false;marsh;1
231;196;169;243;land;true;plains;1
232;152;239;166;land;true;mountain;1
233;206;203;236;land;false;hills;1
234;187;113;221;land;false;desert;1
235;177;162;238;land;false;plains;1
236;250;182;107;land;false;plains;1
237;253;167;112;land;false;plains;1
238;249;242;181;land;true;mountain;1
239;252;4;248;land;false;plains;1
240;249;189;72;land;false;desert;1
241;48;244;223;land;false;plains;1
242;117;227;252;land;false;jungle;1
243;153;250;147;land;false;mountain;1
244;254;145;178;land;false;jungle;1
245;185;201;164;land;false;plains;1
246;158;172;193;land;false;plains;1
247;130;231;178;land;false;plains;1
248;118;221;187;land;false;plains;1
249;212;186;171;land;false;forest;1
250;218;244;113;land;false;desert;1
251;225;159;171;land;false;mountain;1
252;222;167;156;land;false;desert;1
253;247;172;152;land;false;mountain;1
254;180;245;149;land;true;desert;1
255;214;97;253;land;false;desert;1
256;154;203;202;land;false;mountain;1
