1;arms_factory;3249.00;10.18;1167.00;0.25;0
1;arms_factory;3232.00;10.88;1164.00;1.45;0
1;arms_factory;3234.00;10.80;1170.00;4.47;0
1;arms_factory;3230.00;10.28;1180.00;0.85;0
1;arms_factory;3225.00;10.80;1166.00;3.52;0
1;arms_factory;3220.00;10.32;1159.00;5.08;0
1;industrial_complex;3249.00;9.88;1156.00;2.92;0
1;industrial_complex;3244.00;10.23;1171.00;5.58;0
1;industrial_complex;3216.00;9.88;1155.00;1.96;0
1;industrial_complex;3231.00;10.95;1168.00;4.98;0
1;industrial_complex;3241.00;10.38;1171.00;6.19;0
1;industrial_complex;3233.00;10.12;1150.00;4.03;0
1;air_base;3223.00;10.43;1156.00;0.41;0
1;supply_node;3225.00;10.38;1153.00;3.75;0
1;supply_node;3229.00;10.90;1169.00;0.41;0
1;supply_node;3250.00;9.95;1156.00;4.45;0
1;supply_node;3234.00;10.35;1179.00;5.93;0
1;supply_node;3244.00;10.48;1164.00;2.58;0
1;supply_node;3212.00;10.10;1159.00;5.16;0
1;supply_node;3241.00;10.18;1179.00;1.82;0
1;supply_node;3246.00;10.10;1172.00;3.29;0
1;supply_node;3219.00;10.60;1165.00;1.05;0
1;supply_node;3235.00;10.50;1161.00;3.99;0
1;supply_node;3236.00;10.18;1152.00;5.47;0
1;supply_node;3217.00;9.88;1152.00;2.12;0
1;bunker;3218.00;10.03;1154.00;3.59;0
1;bunker;3247.00;10.28;1165.00;6.25;0
1;bunker;3230.00;10.80;1162.00;2.64;0
1;bunker;3234.00;10.93;1167.00;5.65;0
1;bunker;3214.00;10.03;1158.00;2.04;0
1;bunker;3236.00;10.28;1154.00;4.70;0
1;bunker;3225.00;10.78;1161.00;2.54;0
1;bunker;3251.00;9.80;1158.00;4.10;0
1;bunker;3236.00;10.28;1180.00;0.48;0
1;bunker;3248.00;10.12;1171.00;3.15;0
1;bunker;3240.00;9.88;1183.00;6.16;0
1;bunker;3222.00;10.73;1165.00;1.09;0
1;anti_air_building;3218.00;10.30;1159.00;5.21;0
1;anti_air_building;3236.00;10.23;1153.00;1.59;0
1;anti_air_building;3252.00;9.80;1154.00;3.15;0
1;synthetic_refinery;3243.00;10.28;1159.00;0.99;0
1;fuel_silo;3230.00;10.80;1160.00;3.66;0
1;radar_station;3232.00;10.90;1167.00;1.13;0
1;rocket_site;3236.00;10.60;1175.00;1.60;0
1;nuclear_reactor;3218.00;10.45;1162.00;5.72;0
2;arms_factory;3193.00;9.80;1181.00;4.47;0
2;arms_factory;3224.00;10.15;1183.00;0.85;0
2;arms_factory;3212.00;10.32;1175.00;3.52;0
2;arms_factory;3208.00;10.10;1188.00;5.08;0
2;arms_factory;3212.00;10.30;1183.00;2.92;0
2;arms_factory;3198.00;9.80;1174.00;5.58;0
2;industrial_complex;3214.00;10.30;1172.00;1.96;0
2;industrial_complex;3225.00;10.20;1181.00;4.98;0
2;industrial_complex;3199.00;10.15;1185.00;6.19;0
2;industrial_complex;3202.00;9.80;1169.00;4.03;0
2;industrial_complex;3203.00;10.20;1178.00;0.41;0
2;industrial_complex;3218.00;10.40;1179.00;1.97;0
2;air_base;3206.00;10.30;1181.00;4.63;0
2;supply_node;3196.00;9.80;1174.00;4.45;0
2;supply_node;3201.00;10.15;1184.00;5.93;0
2;supply_node;3192.00;9.80;1184.00;2.58;0
2;supply_node;3198.00;9.80;1191.00;5.16;0
2;supply_node;3206.00;9.80;1191.00;1.82;0
2;supply_node;3216.00;9.95;1188.00;3.29;0
2;supply_node;3226.00;9.80;1186.00;1.05;0
2;supply_node;3210.00;10.30;1182.00;3.99;0
2;supply_node;3221.00;10.32;1179.00;5.47;0
2;supply_node;3205.00;10.10;1174.00;2.12;0
2;supply_node;3214.00;10.32;1173.00;4.71;0
2;supply_node;3206.00;10.03;1166.00;1.36;0
2;bunker;3215.00;9.95;1188.00;2.64;0
2;bunker;3210.00;10.18;1172.00;5.65;0
2;bunker;3205.00;9.88;1193.00;2.04;0
2;bunker;3199.00;10.03;1175.00;4.70;0
2;bunker;3200.00;9.95;1191.00;2.54;0
2;bunker;3205.00;10.28;1180.00;4.10;0
2;bunker;3210.00;10.30;1181.00;0.48;0
2;bunker;3210.00;10.20;1168.00;3.15;0
2;bunker;3194.00;9.80;1183.00;6.16;0
2;bunker;3209.00;10.20;1173.00;1.09;0
2;bunker;3222.00;10.48;1176.00;5.21;0
2;bunker;3226.00;9.95;1185.00;1.59;0
2;anti_air_building;3198.00;9.80;1190.00;3.15;0
2;anti_air_building;3215.00;10.35;1180.00;0.99;0
2;anti_air_building;3206.00;10.12;1169.00;3.66;0
2;synthetic_refinery;3217.00;9.95;1188.00;0.04;0
2;fuel_silo;3222.00;10.32;1179.00;1.60;0
2;radar_station;3211.00;10.30;1179.00;0.37;0
2;rocket_site;3205.00;9.88;1166.00;0.65;0
2;nuclear_reactor;3205.00;10.10;1175.00;4.77;0
3;arms_factory;3265.00;10.45;1149.00;3.52;0
3;arms_factory;3271.00;10.88;1150.00;5.08;0
3;arms_factory;3258.00;10.40;1147.00;2.92;0
3;arms_factory;3268.00;11.00;1139.00;5.58;0
3;arms_factory;3266.00;10.65;1147.00;1.96;0
3;arms_factory;3248.00;10.15;1146.00;4.98;0
